891.7564937,1230,0.725005279,2121.756494,,,526.3636364,1230,0.427937916,1756.363636
768.1249009,1230,0.624491789,3446.776003,,,335.4545455,1230,0.272727273,2235.371901
525.3448869,1230,0.427109664,4918.927344,,,316.3636364,1230,0.257206208,2810.323432
535.1436522,1230,0.43507614,7059.035266,,,373.6363636,1230,0.303769401,3664.013698
438.0334192,1230,0.356124731,9572.932302,,,392.7272727,1230,0.319290466,4833.898338
485.6156848,1230,0.3948095,13352.41692,,,278.1818182,1230,0.22616408,5927.152508
766.7910211,1230,0.623407334,21676.41155,,,335.4545455,1230,0.272727273,7543.648646
436.4318443,1230,0.354822638,29367.69307,,,411.8181818,1230,0.33481153,10069.34919
767.3970898,1230,0.623900073,47690.19892,,,278.1818182,1230,0.22616408,12346.67428
786.7730877,1230,0.639652917,78195.37377,,,182.7272727,1230,0.148558758,14180.88089
6401.412081,12300,,,,,3430.909091,12300,,
-,,,,,,,,,
1001.578137,1230,0.814291168,2231.578137,,,640.9090909,1230,0.521064302,1870.909091
916.0045305,1230,0.74471913,3893.477067,,,392.7272727,1230,0.319290466,2468.272526
482.9483409,1230,0.392640928,5422.215514,,,373.6363636,1230,0.303769401,3218.058193
702.250505,1230,0.57093537,8517.950134,,,450,1230,0.365853659,4395.396557
306.395676,1230,0.249102176,10639.79004,,,297.2727273,1230,0.241685144,5457.698607
789.8907431,1230,0.642187596,17472.53123,,,297.2727273,1230,0.241685144,6776.743281
888.5616483,1230,0.722407844,30094.82485,,,469.0909091,1230,0.381374723,9361.221872
636.1313788,1230,0.517179983,45659.26586,,,392.7272727,1230,0.319290466,12350.17076
667.5468827,1230,0.542721043,70439.51023,,,316.3636364,1230,0.257206208,15526.71136
956.5199156,1230,0.777658468,125217.3918,,,297.2727273,1230,0.241685144,19279.28683
7347.827758,12300,,,,,3927.272727,12300,,
-,,,,,,,,,
724,506,0.588617886,,,,,,,
1298.712908,1230,1.055864153,2528.712908,,,640.9090909,1230,,
541.6427458,1230,0.440359956,3642.256813,,,392.7272727,1230,,
761.0979384,1230,0.618778812,5896.008155,,,392.7272727,1230,,
714.0260218,1230,0.580508961,9318.693722,,,450,1230,,
576.3063781,1230,0.468541771,13684.89098,,,297.2727273,1230,,
1252.099354,1230,1.017966955,27615.65777,,,297.2727273,1230,,
550.0913363,1230,0.447228729,39966.17329,,,488.1818182,1230,,
785.4940826,1230,0.638613075,65489.09413,,,392.7272727,1230,,
633.2117155,1230,0.514806273,99203.29059,,,316.3636364,1230,,
1261.505106,1230,1.025613908,200947.5651,,,278.1818182,1230,,
8374.187587,5060,165.4977784,,,,,,,
-,,,,,,,,,
755,475,0.613821138,,,,,,,
1001.578137,1230,,,,,450,1230,,
891.0045305,1230,,,,,297.2727273,1230,,
444.8668503,1230,,,,,259.0909091,1230,,
728.500505,1230,,,,,335.4545455,1230,,
390.0931119,1230,,,,,259.0909091,1230,,
895.0838833,1230,,,,,182.7272727,1230,,
846.4187911,1230,,,,,335.4545455,1230,,
736.702229,1230,,,,,373.6363636,1230,,
611.380216,1230,,,,,278.1818182,1230,,
880.2749661,1230,,,,,106.3636364,1230,,
7425.90322,4750,156.3348046,,,,,,,
-,,,,,,,,,
767,463,0.623577236,,,,,,,
878.7654717,1230,,,,,621.8181818,1230,,
989.0878638,1230,,,,,488.1818182,1230,,
488.2539778,1230,,,,,373.6363636,1230,,
571.0138276,1230,,,,,392.7272727,1230,,
486.7000859,1230,,,,,335.4545455,1230,,
623.736897,1230,,,,,373.6363636,1230,,
744.2076877,1230,,,,,450,1230,,
548.9318443,1230,,,,,526.3636364,1230,,
730.0967235,1230,,,,,392.7272727,1230,,
925.9953099,1230,,,,,430.9090909,1230,,
6986.789689,4630,150.9025851,,,,,,,
-,,,,,,,,,
